price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,when_sold,district
290000,4,2.5,7292,2,0,0,3,8,2423,0,2005,0,2495,7489,1604,3
230000,3,2,1174,2,0,0,3,7,790,370,2007,0,1160,994,1624,1
439950,2,2,4666,1,0,0,3,8,1440,0,2010,0,1510,4595,1504,2
349900,4,2.5,3723,2,0,0,3,8,2052,0,2014,0,2052,5250,1778,3
550000,5,2.5,9272,2,0,0,3,8,2780,0,2014,0,1150,8460,1564,1
1050000,4,4.25,5750,2,0,2,3,9,2960,760,2006,0,2550,5750,1435,1
655000,2,2.25,1851,2,0,0,3,9,1180,280,2014,0,1800,4269,1477,1
385000,3,3.5,1540,2,0,0,3,8,1100,270,2006,0,1370,915,1606,1
729999,6,4.5,6110,2,0,0,3,9,2510,1090,2012,0,1360,5800,1455,1
523950,3,2.25,1282,3,0,0,3,8,1420,0,2006,0,1530,1280,1753,1
369000,2,2.5,895,2,0,0,3,8,670,310,2009,0,980,899,1788,1
509900,3,2.5,2700,2,0,0,3,8,1790,0,2010,0,1890,3078,1795,2
282000,3,2.5,5399,2,0,0,3,7,2010,0,2006,0,2280,5141,1724,4
387865,3,2.5,4200,2,0,0,3,8,2370,0,2014,0,2370,4200,1681,4
385000,4,2.5,6238,2,0,0,3,8,2560,0,2007,0,2560,6240,1596,1
536000,3,2.5,6224,2,0,0,3,7,1900,0,2005,0,2260,5450,1760,2
395000,2,2.25,1493,2,0,0,3,8,1050,300,2007,0,1250,1202,1744,1
545000,4,2.75,6717,2,0,0,3,10,2650,0,2014,0,2740,7923,1599,4
715000,4,2.5,7035,2,0,4,3,9,3020,0,2001,0,3020,6771,1452,7
348000,3,2.5,2255,2,0,0,3,7,1500,0,2005,0,1440,2040,1729,2
455000,3,1.75,1014,3,0,0,3,9,1320,0,2015,0,1380,1495,1707,1
575000,4,2.75,7644,2,0,0,3,10,3120,0,2010,0,2980,6050,1766,7
449950,3,2.25,1270,3,0,0,3,7,1540,0,2014,0,1230,1454,1640,1
364000,3,2.5,2790,2,0,0,3,8,1800,0,2011,0,1580,2036,1744,1
932990,4,2.5,6389,2,0,0,3,9,3640,0,2014,0,3570,6303,1585,2
710000,3,2.5,4153,2,0,0,3,9,2440,0,2003,0,2030,4143,1742,2
949990,4,4,7314,2,0,0,3,9,3970,0,2014,0,3560,5258,1511,2
326989,3,2.5,4200,2,0,0,3,8,2060,0,2014,0,2370,4200,1708,4
335606,3,2.5,4600,2,0,0,3,8,2538,0,2013,0,2570,4800,1731,3
1532500,5,4.5,8076,2,0,0,3,11,3400,870,2007,0,4100,10631,1793,2
299950,3,2.5,3150,2,0,0,3,7,1320,0,2005,0,1390,1725,1590,1
962000,4,2.75,5700,2,0,0,3,11,3340,0,2013,0,3340,6940,1633,4
395825,2,2.5,1679,2,0,0,3,8,1590,0,2012,0,1590,1680,1695,2
419354,5,2.75,4500,2,0,0,3,8,2710,0,2014,0,2710,4626,1633,4
920000,4,2.75,7258,2,0,1,3,10,3140,0,2006,0,2990,13600,1682,2
366000,3,2.25,1028,2,0,0,3,7,1300,145,2005,0,1445,1377,1679,2
480000,4,2.5,5000,2,0,0,3,7,2430,0,2009,0,2430,5441,1784,7
388000,3,3.25,915,2,0,0,3,8,1100,270,2006,0,1370,1146,1596,1
2320000,4,3.5,9520,2,0,0,3,11,3610,1440,2007,0,2430,9248,1444,2
730000,3,2.5,1290,2,0,0,3,9,1240,620,2010,0,1710,1525,1534,1
950000,5,3.75,6000,2,0,2,3,10,3570,1760,2006,0,4420,5797,1779,2
358990,3,3.25,2171,2,0,0,3,7,1400,310,2014,0,1380,1300,1711,1
398651,4,2.5,4120,2,0,0,3,8,2650,0,2014,0,2030,3768,1631,1
530000,4,2.5,7891,2,0,0,3,9,2590,0,2006,0,1400,7891,1602,4
610360,4,2.5,5562,2,0,0,3,9,2610,0,2013,0,2720,7400,1716,4
436110,3,2.5,1235,3,0,0,3,8,1600,170,2007,0,1680,1203,1798,1
925000,4,2.75,8014,2,0,0,3,10,3730,0,2012,0,3670,8279,1749,2
449950,4,2.5,5244,2,0,0,3,9,2420,0,2007,0,1400,5250,1483,1
760000,4,2.5,7399,2,0,0,3,9,3330,0,2009,0,2640,8601,1773,2
293000,3,2.25,3481,2,0,0,3,8,1910,0,2009,0,1714,3177,1731,4
695000,2,2.5,7665,1,0,2,3,8,2170,0,2013,0,2300,7100,1512,2
285000,3,2.5,5136,2,0,0,3,7,2437,0,2011,0,2437,4614,1765,4
1255780,5,4,12042,2,0,0,3,10,4180,0,2014,0,1800,6052,1556,2
379900,3,2.5,2791,2,0,0,3,8,1800,0,2011,0,1580,2617,1725,1
472000,5,2.5,7412,2,0,0,3,8,2570,0,2006,0,2890,8056,1438,5
3e+05,4,2.5,5195,2,0,0,3,7,2090,0,2007,0,2090,5236,1732,4
272000,4,2.5,3960,2,0,0,3,7,2789,0,2007,0,2547,3960,1596,3
418395,4,2.5,5893,2,0,0,3,9,2906,0,2014,0,2680,4950,1596,3
465000,5,2.5,6405,2,0,0,3,7,2550,0,2008,0,2190,5900,1564,7
659950,4,2.75,9400,2,0,0,3,9,3550,0,2014,0,3550,9421,1723,4
484950,3,2.25,926,3,0,0,3,8,1590,0,2014,0,1640,1321,1548,1
359000,3,2.25,1968,2,0,0,4,7,1160,790,1979,0,1950,1968,1439,4
519000,4,2.5,4500,2,0,0,3,8,3250,0,2009,0,3030,4518,1752,4
1710000,5,4.5,14685,2,0,0,3,10,4590,0,2009,0,3030,9486,1773,2
535000,4,2.75,7201,2,0,0,3,9,3070,0,2006,0,2880,8364,1752,4
622950,4,3.25,7644,2,0,0,3,8,2830,200,2006,0,3400,6908,1456,7
515000,3,2.5,5845,2,0,0,3,8,2610,0,2005,0,2810,5000,1697,4
330000,4,3.5,6202,2,0,0,3,7,3150,0,2005,0,2950,5940,1778,4
318000,3,1.5,983,3,0,0,3,8,1240,0,2009,0,1240,1026,1511,1
439000,3,2.5,2801,2,0,0,3,7,1680,0,2011,0,1920,2723,1640,2
540000,3,2.5,5279,2,0,0,3,8,2220,0,2006,0,1610,5297,1472,1
1079000,4,3.25,12727,2,0,0,3,10,4800,0,2011,0,4750,13602,1722,2
435000,4,2.5,4699,2,0,0,3,9,3100,0,2010,0,2450,5130,1470,4
2700000,4,4,89651,2,0,0,3,12,7850,0,2006,0,6210,95832,1533,2
1100000,4,2.75,5625,2,0,0,3,10,3590,0,2012,0,3590,5625,1630,2
293467,4,2,942,3,0,0,3,7,1590,0,2008,0,1390,942,1518,2
328000,3,2.5,4800,2,0,0,3,8,2242,0,2013,0,2009,4800,1423,3
550000,3,3.5,3582,2,0,0,3,8,1720,770,2005,0,1445,1590,1731,2
649000,3,2,1442,3,0,0,3,9,1530,0,2015,0,1620,1456,1463,1
435000,4,2.5,3143,2,0,0,3,7,2150,0,2010,0,2640,3200,1731,4
625000,3,2.5,4800,2,0,0,3,10,2440,0,2014,0,1180,5480,1749,1
415000,3,1.5,1483,3,0,0,3,8,1270,0,2007,0,1270,1413,1436,1
4e+05,3,2.25,4706,2,0,0,3,7,1450,0,2009,0,1490,4667,1766,2
979000,3,2.5,4047,3,0,0,3,10,2690,0,2014,0,2040,5000,1794,1
625250,4,2.5,4831,2,0,0,3,7,2755,0,2003,0,2510,4831,1504,2
665000,4,3.5,3474,2,0,0,3,8,2230,420,2011,0,2330,3474,1668,2
589500,3,3.25,3075,2,0,0,3,8,1730,580,2005,0,2310,3075,1742,1
437000,2,3,1452,2,0,0,3,8,1140,320,2007,0,1460,1452,1487,1
320000,3,1,9000,1,0,0,5,7,1400,0,1959,0,1440,8400,1646,4
333500,3,2.5,7475,2,0,0,3,8,2196,0,2006,0,1860,6755,1541,4
430000,3,2.25,2750,2,0,0,3,8,1680,340,2008,0,1720,1546,1592,1
995500,5,4.5,8465,2,0,0,3,10,4280,0,2014,0,2990,11067,1703,2
427874,3,3,5002,2,0,0,3,8,2340,0,2013,0,2790,5375,1766,7
334990,4,2.5,4228,2,0,0,3,8,2220,0,2014,0,2220,4157,1779,1
909500,4,4,5940,2,0,0,3,10,3410,1010,2006,0,4510,5797,1513,2
210000,3,2,4961,2,0,0,3,7,1580,0,2006,0,2280,5000,1477,4
952990,4,2.75,6558,2,0,0,3,9,3550,0,2013,0,3140,5617,1532,2
622500,2,1.75,851,3,0,0,3,8,1420,90,2013,0,1300,1338,1506,1
515000,3,3.5,1419,2,0,0,3,8,1040,320,2007,0,1560,1977,1751,1
350000,3,2.5,13590,2,0,0,3,8,2040,0,2009,0,1850,12485,1529,4
310000,1,1.5,912,3,0,0,3,7,1120,0,2011,0,1380,3200,1631,1
7e+05,4,3.5,5099,2,0,0,3,9,3390,1100,2006,0,4290,5537,1772,7
907687,4,2.5,6786,2,0,0,3,9,2930,630,2014,0,3560,5886,1724,2
741500,2,2.5,5760,1,0,0,3,8,2150,0,2010,0,1640,4680,1730,2
395000,3,2.5,5088,2,0,0,3,8,1840,290,2011,0,2130,5762,1715,5
559950,5,2.75,6370,2,0,0,3,8,2990,0,2014,0,2730,5740,1501,4
215000,4,2.5,8000,2,0,0,3,7,1847,0,2008,0,1847,8000,1714,3
390000,4,2.5,7227,2,0,0,3,9,2610,0,2011,0,2630,7421,1502,4
425000,3,2.25,107157,1,0,0,3,7,1670,0,2007,0,3310,108900,1493,8
472000,3,2.5,415126,2,0,0,3,7,1860,0,2006,0,2070,54014,1428,4
1330000,4,3.5,9776,2,0,0,3,10,3440,0,2006,0,2400,11000,1458,1
695000,4,3.5,9364,2,0,0,3,10,3510,0,2001,0,3510,9161,1759,7
545000,3,2.5,1279,3,0,0,3,8,1740,0,2008,0,1740,1280,1535,1
389950,4,2.5,5500,2,0,0,3,8,2240,0,2013,0,700,5500,1728,4
380000,3,2.25,1485,3,0,0,3,8,1550,0,2011,0,1550,1480,1466,1
288790,4,2,745,3,0,0,3,7,1390,0,2008,0,1390,942,1599,2
432500,3,3,6000,2,0,0,3,8,2500,0,2012,0,2130,6000,1464,4
615000,3,3.5,3326,2,0,0,3,8,1650,1060,2005,0,2280,2738,1580,2
5e+05,3,2.5,3012,2,0,0,3,9,1720,0,2011,0,1720,7658,1732,1
615000,3,2.25,1146,3,0,0,3,9,1760,0,2014,0,1346,3472,1769,1
5e+05,4,2.25,8196,1,0,0,5,7,1150,1120,1963,0,1920,10122,1651,2
622000,3,3.5,1765,2,0,0,3,8,1370,320,2006,0,1690,1694,1632,1
802945,5,3.5,9234,2,0,0,3,9,4000,0,2015,0,3690,6600,1456,7
1260000,4,2.5,9003,2,0,0,3,10,2880,0,2008,0,2640,8126,1708,2
598950,3,2.5,1531,3,0,0,3,8,1480,0,2014,0,1530,1321,1500,1
430000,3,2.5,4949,2,0,0,3,7,1950,0,2009,0,2200,5740,1553,7
515000,4,2.75,5150,2,0,0,3,9,2700,0,2009,0,2700,5747,1592,7
1262000,2,3,3917,2,0,0,3,10,1500,710,2008,0,1720,3933,1722,1
4e+05,4,3.5,3692,2.5,0,0,3,8,2370,0,2013,0,2520,5425,1760,4
390000,3,2.5,1254,2,0,0,3,7,850,460,2007,0,1310,1372,1443,1
450000,3,2.5,4293,2,0,0,3,7,2410,0,2007,0,2190,5900,1646,7
804995,5,1.5,5402,2,0,0,3,9,3360,0,2014,0,3360,5415,1784,2
825000,4,3.25,4155,2,0,0,3,8,2350,690,2013,0,2680,4000,1470,2
435000,4,2.25,6355,2,0,0,3,7,2140,0,2002,0,2480,5746,1787,7
398000,3,2.5,1715,2,0,0,3,7,1240,480,2004,0,1610,1626,1760,1
411605,4,2.5,3960,2,0,0,3,9,2658,0,2014,0,2578,4200,1764,3
315000,3,3.25,983,2,0,0,3,8,1180,300,2013,0,1330,1062,1578,1
455000,2,2,1209,3,0,0,3,8,1350,0,2013,0,1310,982,1596,1
452950,3,2.5,1194,2,0,0,3,8,1020,130,2006,0,1450,1714,1434,1
380000,3,1.75,1468,2,0,0,3,8,1380,310,2008,0,1690,1936,1780,1
340000,2,1.75,1916,2,0,0,3,8,1270,0,2012,0,1140,1916,1592,1
409950,3,2.5,5080,2,0,0,3,8,2655,0,2013,0,2879,5232,1613,3
360000,2,1,1165,2,0,0,3,8,880,0,2005,0,1640,3825,1431,1
1595000,4,4.25,7757,2,0,0,3,10,3855,790,2006,0,2150,6970,1462,1
440000,3,1.5,1443,3,0,0,3,8,1270,0,2007,0,1270,1413,1780,1
730000,2,1.75,95950,1,0,3,3,9,1728,0,2012,0,1720,35735,1667,6
408000,3,2.25,7221,1,0,0,4,8,1950,0,2006,0,2310,8125,1778,1
820000,4,2.5,3862,3,0,0,3,8,3170,0,2008,0,2840,4181,1683,2
360000,2,2.5,1244,2,0,0,3,7,963,270,2007,0,1230,1300,1708,1
339990,3,2.5,4600,2,0,0,3,8,2570,0,2014,0,2570,5000,1749,3
515000,3,2,1020,3,0,0,3,8,1560,0,2014,0,1560,1728,1639,1
541000,3,1.75,1166,2,0,0,3,8,1020,610,2013,0,1420,1670,1534,1
375000,4,2.5,7245,2,0,0,3,9,2510,0,2007,0,1830,8900,1459,1
320000,4,2.5,5780,2,0,0,3,8,2223,0,2010,0,1690,7766,1627,4
325000,2,2.25,1058,2,0,0,3,7,1160,70,2008,0,1240,817,1497,2
740000,5,2.75,7520,2,0,0,3,8,3050,0,2014,0,2180,10800,1478,2
450000,5,2.75,6220,2,0,0,3,8,2710,0,2014,0,2530,4759,1617,4
455000,4,2.5,4400,2,0,0,3,8,2090,0,2011,0,2090,3430,1716,1
292500,3,2.5,1068,2,0,0,3,8,1160,280,2006,0,1580,1483,1521,1
650000,3,2.5,51836,1,0,0,3,9,1510,990,2013,0,2270,54450,1702,4
530000,4,2.75,7872,2,0,0,3,10,2740,0,2015,0,1220,6300,1490,4
829995,5,3.25,6120,2,0,0,3,9,3360,0,2014,0,3230,5398,1704,2
395000,4,2.75,5013,2,0,0,3,8,2280,0,2009,0,2130,5121,1563,5
859990,4,2.75,5500,2,0,0,3,9,3520,0,2014,0,3340,5500,1728,2
342500,2,1.5,826,2,0,0,3,8,1100,220,2008,0,1340,1213,1729,1
743000,4,2.75,5838,2,0,0,3,9,3410,0,2012,0,3420,7048,1581,2
345000,3,2.25,9388,1,0,0,3,7,1390,1340,1975,0,2255,5701,1571,4
443000,3,2.5,2778,2,0,0,3,8,1530,250,2007,0,1380,1998,1555,1
260000,3,2.5,4337,2,0,0,3,7,1427,0,2009,0,1443,4347,1648,4
810000,4,2.5,6555,2,0,0,3,9,2910,0,2005,0,2910,10419,1717,2
570000,4,2.75,5600,2,0,0,3,8,3250,0,2011,0,2730,5667,1564,4
1563100,5,3.5,8100,2,0,0,3,10,3630,0,2008,0,1730,8246,1493,2
840000,2,2.5,975,3,0,0,3,9,1680,0,2009,0,1680,977,1603,1
950000,3,2.5,2296,3,0,0,3,9,1890,390,2013,0,1390,4000,1451,1
572800,3,2.5,4682,2,0,0,3,9,2380,930,2015,0,2660,5166,1528,7
305000,3,3,1112,3,0,0,3,7,1290,0,2008,0,1230,9000,1646,1
1695000,5,4.75,7067,2,0,0,3,10,3230,710,2008,0,1910,7735,1709,2
445000,4,2.5,6000,2,0,0,3,7,1630,540,2008,0,1720,5668,1681,1
801000,4,3.5,8059,2,0,0,3,9,3290,0,2012,0,3290,10758,1675,2
711000,3,2.5,5376,2,0,0,3,9,2550,0,2004,0,2250,4050,1725,2
268500,3,2.25,977,2,0,0,3,7,850,290,2008,0,1140,976,1681,1
320000,4,2.5,3825,2,0,0,3,7,2300,0,2012,0,2110,3825,1641,4
5e+05,4,3.25,5001,1,0,0,3,9,1640,1030,2013,0,1610,5001,1656,1
631625,4,2.5,6651,2,0,0,3,9,2440,0,2014,0,1350,7653,1795,1
850000,2,2.5,2210,2,0,2,3,10,1611,0,2005,0,2070,2182,1528,1
6e+05,3,3.5,3290,2,0,0,3,8,1650,1060,2006,0,2440,3290,1620,2
988500,3,2.75,16807,2,1,4,3,9,2015,0,2007,0,1780,12310,1792,1
430236,4,3.25,5166,2,0,0,3,8,2714,730,2014,0,2848,5182,1469,3
1266520,3,2.5,9576,2,0,0,3,10,3060,0,2005,0,3060,9579,1662,2
689500,4,2.5,2772,2,0,0,3,8,2050,0,2013,0,1800,2886,1437,2
175003,3,1.5,1882,2,0,0,3,7,1390,0,2014,0,1490,2175,1585,1
459000,2,2.5,1249,3,0,0,3,8,1240,0,2006,0,1240,2500,1662,1
1180000,4,3.25,74052,2,0,0,3,10,3750,0,2013,0,4920,74052,1441,2
358000,3,3.25,1442,3,0,0,3,8,1360,50,2006,0,1500,1200,1675,1
447055,4,2.5,4949,2,0,0,3,9,2448,0,2014,0,2815,5446,1725,4
415000,3,2.75,64626,1.5,0,0,3,8,2600,0,2009,0,1740,64626,1742,9
1210000,4,3.25,9000,2,0,0,3,9,2870,460,2004,0,2550,6349,1634,2
495000,2,2.25,1010,2,0,0,3,8,1000,160,2006,0,1200,1170,1626,1
479000,2,2.25,1380,2,0,0,3,8,1060,270,2005,0,1580,4802,1596,1
1898000,3,2.5,4334,3,1,4,3,10,2830,0,2006,0,2830,38211,1479,2
249900,3,2.5,3517,2,0,0,3,8,1610,0,2005,0,1830,2889,1631,4
1465000,4,2.5,4000,2,0,0,3,9,2800,0,2011,0,1770,4200,1617,1
1037000,5,3.75,10194,2,0,0,3,11,4570,0,2006,0,2040,7560,1455,2
897000,4,2.5,6120,2,0,0,3,9,2820,0,2014,0,1510,6120,1627,1
1100000,4,2.5,9470,2,0,0,3,9,2570,0,2006,0,2570,10663,1469,2
685000,3,2.25,1193,2,0,0,3,9,1140,570,2014,0,1510,1193,1603,1
295000,3,1.5,3286,2,0,0,3,7,1220,0,1982,0,1220,2640,1647,2
619000,3,2.25,946,3,0,0,3,8,1650,0,2014,0,1570,1283,1704,1
439108,2,1.5,1340,2,0,0,3,8,910,220,2008,0,1310,1340,1591,1
260000,3,2.25,2800,2,0,0,3,7,1489,0,2011,0,1584,3200,1504,4
279000,5,2.5,5557,2,0,0,3,7,2690,0,2012,0,2090,10500,1763,1
380000,3,2.25,1305,2,0,0,3,7,1116,414,2007,0,1320,1427,1466,1
287000,3,2.5,6315,2,0,0,3,8,1600,0,2013,0,1608,4300,1609,3
377000,2,1.5,1251,2,0,0,3,7,930,70,2006,0,1420,1187,1575,1
649950,4,3.5,3012,3,0,1,3,8,2440,0,2005,0,1860,4650,1501,1
445000,3,2.5,1102,3,0,0,3,8,1260,0,2007,0,1320,2500,1623,1
605000,3,2.5,1692,3,0,0,3,7,1610,50,2005,0,1210,1230,1431,1
475000,3,2.25,1137,2,0,0,3,7,960,230,1999,0,1190,1080,1654,1
399000,3,3,1884,3,0,0,3,8,1520,0,2009,0,1360,1939,1680,1
718000,5,2.75,8100,2,0,0,3,8,3250,0,2014,0,1270,8100,1445,1
1400000,4,3.25,9160,1,0,4,3,11,2520,2180,2005,0,2240,8700,1772,1
341000,3,2.5,1663,2,0,0,3,9,1180,300,2012,0,1380,1537,1784,1
818000,2,2.5,9374,1,0,2,3,8,2380,0,2011,0,1610,5000,1781,2
759000,3,2.25,1873,3,0,0,3,8,1640,0,2014,0,1640,3920,1584,1
547500,3,3.5,2262,3,0,0,3,8,1650,0,2010,0,1620,3166,1758,1
2700000,5,4.75,8401,2,0,2,3,11,3745,1560,2005,0,2960,7200,1779,2
358000,2,2.5,987,2,0,0,3,7,1002,276,2007,0,1220,1287,1717,1
412000,3,2.5,813,3,0,0,3,9,1200,0,2010,0,1750,4365,1646,1
245000,2,1.5,1058,2,0,0,3,7,690,0,2005,0,690,1058,1525,1
460940,4,2.5,4964,2,0,0,3,9,3202,0,2014,0,2425,4886,1640,4
321000,3,2.25,1292,3,0,0,3,7,1347,0,2010,0,1480,1865,1778,1
633634,4,3.5,6000,2,0,0,3,9,2960,0,2014,0,2960,6000,1746,7
290000,1,0.75,1284,1,0,0,4,6,740,0,1928,0,1430,3988,1654,1
445000,2,2.25,1137,3,0,0,3,7,1200,0,2007,0,1280,1295,1464,1
887250,5,3.5,7502,2,0,0,3,9,3500,820,2012,0,3250,7538,1458,2
739000,3,2.5,7348,1,0,3,3,8,2310,0,2010,0,2310,7153,1666,2
429900,3,2,1286,3,0,0,3,8,1490,0,2014,0,1420,1230,1570,1
459000,3,2,800,2,0,0,3,8,1000,480,2014,0,1480,886,1549,1
240000,3,2.25,2820,2,0,0,3,7,1481,0,2012,0,1481,3028,1744,4
566950,3,3,1902,3,0,0,3,8,1730,0,2014,0,1830,1804,1667,1
1040000,4,3.5,8391,2,0,0,3,10,3900,0,2006,0,3820,12268,1793,2
343000,3,3.5,1449,3,0,0,3,7,1130,0,2005,0,1130,1200,1486,1
572115,4,3.25,4838,2,0,0,3,9,3230,0,2014,0,2980,5094,1605,4
918000,5,3.5,5150,2,0,0,3,9,2820,1100,2004,0,3170,5530,1547,2
555000,2,1.5,1361,2,0,0,3,8,1190,0,2007,0,1280,3360,1430,1
399440,4,2.5,4396,2,0,0,3,9,2311,0,2014,0,2458,4616,1723,4
450000,3,2.5,914,3,0,0,3,8,1380,430,2008,0,1810,914,1728,1
648000,4,2.5,6203,2,0,0,3,9,3290,0,2008,0,2990,6835,1765,7
580000,4,2.5,5000,2,0,0,3,8,3250,0,2008,0,3230,5507,1751,4
415000,4,2.5,4071,2,0,0,3,9,2544,0,2013,0,2358,4179,1465,4
527500,3,2.5,1389,3,0,0,3,8,1380,0,2008,0,1380,1249,1626,1
384000,3,2.25,800,2,0,0,3,8,1140,290,2011,0,1430,1387,1709,1
692000,3,2.5,28213,1.5,0,2,3,9,2242,1248,2009,0,2120,56628,1688,6
455000,2,1.5,966,2,0,0,3,8,820,90,2006,0,2740,6400,1686,1
1280000,4,3.25,4120,2,0,0,3,9,2380,700,2014,0,1410,4120,1462,1
415000,3,2.5,6031,2,0,0,3,8,2280,0,2011,0,2430,7200,1745,5
975000,3,2.5,1344,3,0,0,3,8,1660,0,2008,0,1750,2040,1564,1
799950,4,2.5,7429,2,0,0,3,9,3320,0,2014,0,1840,7429,1641,2
545000,5,4,7268,1,0,0,3,8,1370,310,2008,0,2040,8259,1460,1
429900,4,3.5,5005,2,0,0,3,8,2584,0,2014,0,2767,5201,1644,3
275000,3,2.5,8019,2,0,0,3,7,2217,0,2009,0,1470,8037,1710,3
498000,3,2.5,4136,2,0,0,3,8,2480,0,2009,0,2510,4314,1721,4
754950,3,2.5,7256,2,0,0,3,9,2610,0,2014,0,2610,7206,1773,2
895000,4,3,5562,2,0,0,3,10,3240,0,2013,0,3380,5562,1763,2
580000,4,3.25,8327,2,0,0,3,10,3569,0,2013,0,2550,5251,1794,4
379900,4,2.5,5831,2,0,0,3,8,3181,0,2014,0,2056,24393,1502,3
245000,4,2.5,4888,2,0,0,3,7,1921,0,2009,0,1921,9140,1486,3
417000,3,2.5,4926,2,0,0,3,8,1570,0,2014,0,1800,3202,1682,7
555000,3,2.5,3211,2,0,0,3,8,1940,0,2009,0,1880,3078,1795,2
555000,3,2.5,3211,2,0,0,3,8,1940,0,2009,0,1880,3078,1682,2
353000,4,2.5,13721,2,0,0,3,8,2210,0,2009,0,1850,12951,1667,4
539000,3,2.25,1187,2,0,0,3,8,1080,200,2008,0,1280,1681,1440,1
434900,3,2,5040,2,0,0,3,7,1520,0,1977,2006,1860,8710,1673,1
325000,2,2.25,1078,2,0,0,3,7,1160,70,2008,0,1240,817,1584,2
650000,3,2.5,2159,3,0,0,3,8,1480,0,2007,0,1480,1554,1456,1
379950,4,2.5,5850,2,0,0,3,8,2612,0,2014,0,2419,8984,1499,4
7e+05,3,2.5,4975,2,0,0,3,8,2350,0,2012,0,2350,3951,1597,2
675000,3,2.5,1590,2,0,0,3,8,1100,200,2014,0,1070,1223,1571,1
379000,4,1.5,7560,1,0,0,4,7,2020,0,1960,0,1410,8080,1760,4
571000,3,2.5,2867,2,0,0,3,8,1960,180,2005,0,2280,2836,1466,2
475000,3,2.25,1621,2,0,0,3,8,1140,240,2007,0,1460,1403,1623,1
769900,4,3.5,3047,2,0,0,3,8,2400,330,2006,0,1980,4600,1791,1
633000,4,3.5,5817,2,0,0,3,9,2910,1310,2006,0,4290,6637,1564,7
635000,3,2.5,1433,3,0,0,3,8,1570,0,2010,0,1570,2652,1788,1
1238000,4,3.5,6000,2,0,3,3,11,3820,850,2007,0,4310,6000,1714,2
524000,3,2.25,1007,3,0,0,3,8,1330,40,2009,0,1570,1635,1547,1
485000,4,3.5,5115,2,0,0,3,8,2671,602,2014,0,2996,5100,1590,4
1030000,3,4,13095,2,0,3,3,11,3700,180,2009,0,3880,10830,1779,2
650000,3,3.5,1262,3,0,0,3,8,1494,0,2011,0,1494,1264,1623,1
754842,3,2.5,5641,2,0,0,3,8,2930,0,2013,0,3300,5641,1646,2
428900,4,2.5,5553,2,0,0,3,9,2598,0,2014,0,2502,4900,1653,4
329900,3,2.5,4995,2,0,0,3,8,2242,0,2011,0,1798,4942,1746,3
1035290,4,2.5,5932,2,0,0,3,9,2830,0,2014,0,2840,5593,1568,1
544999,4,2.5,6937,2,0,0,3,7,2710,0,2009,0,2380,5866,1668,7
449950,4,2.75,4344,2,0,0,3,8,2320,0,2012,0,2310,3770,1771,4
635000,4,2.5,7991,2,0,0,3,9,2720,0,2006,0,1590,8611,1542,1
599000,3,1.75,1180,3,0,0,3,8,1650,0,2014,0,1650,1960,1613,1
478000,3,3.25,1348,2,0,0,3,8,1160,270,2008,0,1160,1265,1613,1
388000,4,2.5,5040,2,0,0,3,9,2090,0,2014,0,1430,12000,1648,1
809950,4,3.5,4903,2,0,0,3,9,2760,900,2014,0,3630,4992,1704,2
1060000,4,3.5,8417,3,0,0,3,10,4220,0,2012,0,3730,8435,1450,2
659000,2,2.5,1213,2,0,0,3,9,1110,340,2015,0,1620,1456,1443,1
971971,4,3.75,6738,2,0,0,3,11,3460,0,2013,0,3340,6120,1743,4
389000,3,2.5,874,3,0,0,3,8,1270,80,2006,0,1350,886,1540,1
355000,4,2.75,5470,2,0,0,3,8,3000,0,2005,0,2420,4891,1731,4
551500,4,2.5,10003,2,0,0,3,9,2950,0,2006,0,2790,9323,1578,4
417838,4,2.5,5048,2,0,0,3,8,2530,0,2014,0,2530,4359,1738,4
1750000,4,4.5,7660,2,0,0,3,11,3640,1010,2008,0,1710,8400,1725,2
399950,2,1,1131,2,0,0,4,7,710,0,1943,0,1370,1173,1758,1
740000,4,2.5,8000,2,0,0,3,9,3050,0,2007,0,1910,8000,1724,2
335000,3,2.5,683,2,0,0,3,7,1150,0,2013,0,1150,755,1501,2
2250000,5,5.25,8118,2,0,0,3,11,3410,0,2006,0,3410,16236,1444,2
667000,3,1.75,1921,3,0,0,3,8,1370,0,2007,0,1370,4000,1445,1
920000,4,2.5,7009,2,0,0,3,9,3540,0,2007,0,2150,10290,1484,2
368000,3,2.5,1350,2,0,0,3,7,1010,360,2007,0,1450,6000,1789,1
307000,4,2.5,3080,2,0,0,3,8,1714,0,2009,0,1714,3250,1729,4
550000,4,2.75,4534,2,0,0,3,7,2940,710,2014,0,2400,7682,1539,2
594491,4,2.5,6037,2,0,0,3,9,2990,0,2013,0,2990,5992,1542,7
460458,4,2.5,6516,2,0,0,3,8,3284,0,2014,0,2555,5008,1648,4
859000,4,2.25,13900,1,0,0,3,8,1830,1720,2010,0,2770,12200,1745,2
399950,3,3,2875,2,0,0,3,8,1710,150,2009,0,1350,4830,1575,1
547500,3,3.25,1977,2,0,0,3,8,1360,360,2007,0,1720,3420,1464,1
310000,3,2.5,4775,2,0,0,3,7,2540,0,2006,0,2270,5000,1746,4
939000,4,2.75,12880,2,0,0,3,9,3270,0,2014,0,2420,7505,1767,2
